crop,temperature,rainfall,N,P,K,ph,humidity,fertilizer_used,irrigation_used,yield_tons_per_ha
wheat,16.77,223.96,28.4,28.7,23.1,8.686,56.62,0,1,1.399
cassava,29.55,664.73,31.9,14.8,112.1,9.937,77.47,0,1,3.393
rice,19.26,238.97,27.9,87.3,17.8,9.106,96.69,0,0,2.54
cassava,31.38,986.22,25.9,33.9,55.2,4.663,70.52,1,1,4.142
wheat,10.74,1199.58,0.3,53.1,103.9,8.821,86.12,1,0,0.964
soybeans,18.62,909.11,41.7,12.8,5.5,4.157,82.13,1,0,1.498
wheat,33.8,71.01,123.3,138.6,120.0,8.4,58.1,0,1,1.586
wheat,35.1,1002.04,46.5,77.2,198.1,4.907,56.96,1,0,1.544
soybeans,20.92,1285.93,105.9,90.5,77.8,4.865,80.75,1,0,0.712
cassava,36.06,1329.97,62.3,76.1,88.2,6.421,90.98,1,0,5.05
rice,20.78,168.14,27.1,138.1,86.7,6.533,18.53,0,1,3.24
soybeans,21.25,1209.92,116.8,47.6,98.8,9.18,18.53,1,0,0.662
wheat,36.89,993.4,108.2,90.8,110.1,9.783,38.31,0,0,1.186
cotton,16.92,379.97,108.9,139.8,69.7,7.972,36.19,1,1,1.214
cassava,11.97,1145.63,23.0,132.9,78.6,7.859,33.38,0,1,3.495
wheat,19.2,727.29,129.8,104.5,192.4,7.79,14.61,0,1,2.075
maize,21.13,1482.09,5.6,126.4,120.7,6.351,76.37,1,1,1.575
maize,36.16,1401.57,79.1,102.5,189.5,8.097,27.12,1,1,2.191
cotton,19.47,936.85,18.6,40.4,13.4,3.972,34.93,0,0,0.772
rice,26.72,421.23,91.1,21.3,112.3,6.341,37.04,1,1,3.458
soybeans,31.37,595.03,129.9,18.2,79.2,8.108,33.43,1,0,0.784
cassava,23.34,1102.96,95.5,24.0,33.6,8.41,76.03,0,0,3.419
cotton,12.88,1490.86,105.4,66.3,128.6,4.069,56.6,1,1,1.146
cotton,35.8,139.1,30.6,130.0,29.3,7.593,32.36,1,0,0.901
soybeans,30.84,1092.8,78.8,141.4,142.8,9.318,74.15,1,0,1.178
cassava,14.11,342.75,57.1,62.2,68.5,4.466,14.38,1,1,10.431
soybeans,26.59,1296.07,14.2,53.6,112.7,8.773,32.61,1,0,1.483
wheat,29.98,556.58,42.6,95.1,91.5,8.692,79.4,0,1,1.505
cotton,21.62,216.26,117.9,74.7,30.5,4.25,27.69,1,1,1.041
maize,28.35,591.51,35.7,19.8,76.0,6.186,72.12,1,0,2.48
cassava,19.6,736.59,139.7,65.3,150.2,8.007,31.59,0,1,3.247
maize,21.68,381.87,83.6,134.9,190.8,5.722,59.38,0,1,2.445
cotton,29.46,1080.45,90.1,112.8,76.9,4.666,31.59,0,0,1.057
wheat,30.43,1424.0,79.1,60.6,58.7,9.571,72.66,1,0,1.316
cassava,31.88,394.47,47.9,84.4,62.0,5.957,84.14,0,0,6.631
soybeans,11.76,362.45,139.8,65.6,145.6,4.687,66.45,1,0,0.657
wheat,19.32,1218.68,63.9,26.0,92.7,4.787,47.81,1,0,1.606
cassava,28.17,235.64,139.5,113.2,180.4,6.193,57.18,1,0,8.814
cotton,24.61,56.68,91.0,64.1,73.3,4.112,32.95,0,1,0.777
wheat,33.46,1077.98,26.9,83.8,153.6,7.615,65.6,1,0,1.56
soybeans,32.25,1055.47,35.1,40.4,130.8,8.454,89.38,1,1,1.888
maize,26.77,515.69,30.8,54.1,79.5,3.947,45.78,1,1,2.572
cassava,34.44,663.52,126.5,72.7,119.8,6.697,77.06,1,0,3.976
cotton,21.31,495.84,116.3,135.9,179.7,6.896,90.04,1,0,0.966
cotton,39.23,443.09,98.4,135.0,142.3,7.927,33.24,1,1,1.319
cassava,39.16,1257.09,37.9,64.8,52.7,3.527,30.17,0,1,3.737
cassava,39.34,1243.28,61.0,80.1,60.9,4.56,55.46,1,1,4.667
maize,13.73,649.78,69.0,61.6,111.2,7.368,14.85,1,1,3.14
cotton,29.06,1402.77,83.4,125.0,177.6,6.872,43.88,1,0,1.325
cotton,14.65,159.21,89.7,119.1,155.5,8.811,71.26,1,0,0.843
rice,13.81,567.25,82.9,122.0,13.7,5.038,90.52,0,0,2.359
rice,23.51,339.1,43.1,10.9,131.7,5.115,40.16,1,0,3.487
cotton,10.1,459.06,75.4,30.0,186.6,7.709,55.1,1,0,0.938
maize,11.18,227.06,63.3,135.7,68.2,6.797,17.58,0,1,1.891
cassava,21.42,142.31,9.2,11.0,86.8,8.17,31.52,1,1,8.624
cassava,27.6,1006.52,2.5,38.9,91.2,5.658,90.04,1,1,4.004
cassava,30.91,564.27,124.2,141.6,116.6,7.177,39.59,1,0,4.231
maize,26.25,1453.7,9.3,95.8,19.8,5.941,83.13,1,1,1.887
rice,34.71,1292.69,58.1,17.5,92.6,5.0,39.04,1,0,1.325
cotton,20.41,1050.92,0.0,135.5,115.1,7.532,71.16,1,1,1.056
cotton,37.0,165.77,117.6,121.0,69.4,5.442,40.24,1,1,1.149
rice,14.91,1053.08,94.4,142.2,202.1,7.963,34.95,1,0,1.44
maize,14.76,1327.26,122.1,9.1,170.2,4.338,42.82,1,0,2.02
rice,20.79,1046.49,43.8,13.5,145.3,3.564,49.19,0,1,1.2
maize,25.22,1317.62,69.1,103.3,203.6,4.355,37.63,0,0,1.907
rice,16.83,455.42,17.8,94.5,20.0,4.372,69.45,0,1,2.268
cotton,10.68,847.33,43.3,75.5,116.7,5.061,61.89,1,0,0.891
wheat,30.15,359.27,47.5,76.8,132.6,7.029,54.68,1,0,2.189
soybeans,35.58,890.76,72.8,135.3,191.5,9.801,24.78,0,1,1.122
cotton,15.3,839.85,77.5,36.8,147.4,8.264,15.8,0,1,1.08
soybeans,30.86,1124.61,36.3,53.2,203.1,5.933,79.43,1,1,1.946
wheat,14.07,1229.65,130.1,32.9,7.2,5.651,16.62,1,0,1.592
rice,17.91,67.5,72.7,89.8,197.6,7.332,54.52,1,1,3.292
maize,31.89,1159.99,22.2,90.4,32.1,8.384,70.5,1,0,1.775
soybeans,36.07,651.53,74.9,7.8,36.7,7.671,75.66,1,0,1.169
rice,20.57,854.62,26.3,125.4,56.6,4.972,55.34,1,0,1.305
cotton,26.8,473.66,104.0,75.8,37.4,7.249,92.38,1,1,1.347
cassava,34.43,96.67,6.7,115.5,111.6,7.258,18.52,0,1,8.647
maize,23.38,446.76,139.6,64.7,95.3,4.564,82.35,1,0,2.692
rice,14.15,1015.36,73.5,94.5,72.6,9.395,64.51,0,0,1.267
cassava,26.26,296.81,3.1,52.2,178.1,3.783,50.89,1,1,7.065
maize,12.93,1042.14,61.6,22.1,104.0,3.724,92.2,0,1,1.998
maize,11.01,876.34,106.7,127.7,73.4,8.838,23.51,1,0,2.455
cassava,15.37,1012.36,138.7,120.3,154.1,4.852,89.35,1,1,3.56
maize,29.05,229.58,9.9,132.3,43.0,8.838,60.84,0,1,1.6
maize,18.14,1251.67,49.9,44.3,113.5,4.416,82.99,0,1,1.598
soybeans,18.78,302.82,110.8,138.8,87.7,9.691,84.85,1,1,0.955
rice,34.86,1243.19,26.4,103.2,63.1,5.434,39.49,1,0,1.402
maize,29.08,1374.27,85.8,127.3,149.8,4.284,91.61,0,1,1.719
soybeans,16.9,58.3,91.2,33.3,183.0,9.084,20.6,0,0,0.695
maize,25.34,763.87,80.8,126.2,201.1,6.149,85.17,1,1,3.457
cotton,29.36,263.06,47.9,132.3,187.3,7.24,74.4,1,1,1.254
soybeans,31.05,1146.68,109.2,71.9,91.0,3.572,93.68,1,0,0.719
wheat,36.58,1046.46,123.3,52.1,59.4,9.033,47.89,1,0,1.375
cassava,30.85,1235.51,76.2,9.5,128.8,3.86,67.01,1,0,3.993
cassava,26.28,590.01,110.6,10.5,91.4,5.985,69.69,1,1,3.974
wheat,27.22,96.12,76.0,117.8,60.2,9.333,34.32,0,0,1.361
wheat,22.92,1315.52,117.1,136.8,66.6,6.016,15.61,1,0,1.698
wheat,29.69,788.82,33.2,134.1,15.8,7.978,67.43,1,0,1.669
cassava,34.25,912.92,76.7,134.7,112.2,6.847,17.61,0,0,3.461
wheat,34.9,1491.97,60.0,127.4,196.5,4.624,55.23,0,1,1.054
cassava,20.08,1272.73,3.8,37.2,186.0,7.659,33.51,0,1,2.72
cassava,21.41,131.95,94.9,50.9,98.6,7.931,92.41,1,0,10.842
soybeans,24.43,116.49,1.0,143.3,136.8,5.875,54.46,0,0,0.892
cassava,27.24,171.31,38.3,46.7,117.1,5.177,20.27,1,0,11.497
rice,32.5,1055.43,138.7,43.9,104.6,5.642,51.89,1,1,1.538
cotton,15.51,1357.43,70.9,14.4,33.3,5.508,17.75,0,0,1.058
soybeans,30.98,811.5,116.9,9.6,58.7,6.553,20.59,1,0,0.871
maize,35.54,767.96,67.3,87.9,169.9,5.761,72.31,1,0,2.631
cotton,30.49,1036.4,89.2,75.0,108.9,7.632,73.36,1,1,1.41
soybeans,33.21,816.59,129.9,65.0,179.0,6.418,98.22,1,0,0.749
cotton,18.79,430.52,81.2,103.9,11.6,7.188,28.66,0,1,1.29
maize,36.7,551.52,21.6,8.6,134.2,7.64,43.29,0,0,1.929
maize,37.88,857.31,80.0,44.2,158.9,4.716,41.84,1,1,2.592
wheat,33.06,1300.26,114.9,63.3,151.1,5.371,18.78,1,1,1.501
cotton,29.56,87.82,76.8,88.3,46.5,4.854,37.75,1,1,1.024
cotton,23.45,579.02,137.6,121.9,100.9,9.215,43.9,1,0,1.066
rice,13.42,983.67,116.8,85.8,134.3,6.479,59.47,0,1,1.305
maize,20.52,98.14,11.0,60.6,31.5,7.189,73.29,1,0,1.609
cotton,16.46,1297.3,62.4,102.4,135.6,5.579,34.91,0,1,1.091
soybeans,31.38,1328.88,52.0,15.5,196.7,6.328,67.6,1,1,1.571
cotton,27.33,498.13,104.3,11.7,14.2,8.771,51.35,0,1,1.068
cassava,36.81,421.39,58.9,121.8,159.2,8.79,58.58,1,0,7.253
cotton,19.33,689.28,50.4,95.8,99.0,9.762,44.3,1,0,1.407
cotton,14.68,355.39,36.4,133.8,156.9,7.094,35.68,0,1,0.852
cotton,33.99,224.37,17.5,137.7,168.9,7.091,89.25,1,1,0.957
maize,39.32,401.41,92.9,122.5,115.1,4.495,76.62,1,1,2.142
cassava,14.96,991.32,34.2,131.5,24.9,7.765,82.03,0,1,3.448
wheat,17.07,432.79,17.9,119.7,87.4,5.761,98.4,1,1,2.007
wheat,31.94,445.35,80.1,38.9,172.8,6.624,69.29,1,1,2.191
cotton,13.27,1042.09,20.0,98.5,134.6,8.767,26.0,1,1,1.069
cassava,27.16,1096.13,77.0,115.1,61.5,4.695,18.64,1,1,5.235
rice,25.83,800.32,129.4,81.9,121.6,6.111,95.62,1,0,1.8
cassava,31.12,1009.65,9.6,55.7,192.1,9.107,38.56,0,0,3.119
soybeans,36.76,94.64,104.8,111.2,195.6,3.852,65.33,1,0,0.683
soybeans,37.86,905.93,88.2,123.4,64.4,5.803,91.91,1,1,1.177
rice,35.77,381.12,30.8,33.2,189.5,9.042,80.64,0,1,2.27
soybeans,12.54,723.58,104.7,36.0,49.0,9.657,96.06,1,1,0.988
cotton,14.52,1415.33,86.9,123.6,54.3,8.306,81.17,0,0,0.954
maize,22.07,1332.65,125.4,132.3,67.8,7.992,37.36,0,0,1.763
cotton,27.85,1498.05,132.2,5.4,164.1,5.798,19.47,0,0,1.047
maize,26.28,465.48,82.7,9.3,12.5,8.847,44.98,0,1,2.374
maize,29.07,566.14,20.8,88.5,167.9,5.984,25.38,0,0,1.773
rice,25.78,1047.27,38.3,108.1,15.3,3.82,47.22,0,0,1.022
rice,17.71,745.21,51.4,132.9,78.7,5.927,46.98,1,1,2.036
maize,33.51,624.99,87.1,125.7,194.9,4.456,93.69,1,0,2.133
rice,32.65,1435.0,33.6,50.3,41.8,7.25,27.32,0,1,1.051
maize,18.12,408.96,8.8,69.3,151.5,7.444,71.87,0,1,1.876
wheat,31.09,993.67,12.7,85.8,34.5,5.14,53.49,0,1,1.301
soybeans,16.14,487.07,28.1,113.4,147.5,7.627,47.3,1,1,2.002
wheat,23.3,762.0,93.8,36.0,82.2,7.561,16.48,1,1,2.445
rice,35.7,624.28,27.9,64.5,82.1,9.45,79.53,1,1,2.023
cotton,29.14,1045.8,8.2,63.6,121.8,3.929,25.62,1,1,0.959
soybeans,38.59,458.65,53.5,17.8,27.5,8.224,95.21,1,1,1.661
soybeans,22.24,1072.3,31.8,116.3,131.2,7.319,44.41,1,1,1.895
maize,15.38,1072.45,63.7,98.5,172.5,4.603,15.65,1,1,2.485
maize,28.6,452.2,26.3,69.9,75.7,7.294,20.69,1,1,2.612
maize,16.61,320.34,109.1,54.0,16.6,9.799,90.01,1,1,2.287
soybeans,18.22,240.42,114.7,144.5,70.9,5.981,67.15,1,0,0.812
soybeans,19.67,685.1,43.0,142.9,167.8,4.57,14.48,0,0,1.636
cotton,20.11,974.16,75.0,88.4,99.4,5.305,95.94,0,1,1.223
cassava,38.25,1433.16,123.5,83.9,134.4,9.153,80.73,1,1,3.088
cassava,10.99,479.45,121.9,7.6,114.1,8.231,67.48,1,1,5.181
soybeans,16.42,677.63,27.7,81.8,28.2,3.65,18.4,1,0,1.612
cassava,36.03,462.02,109.6,98.9,124.6,4.749,32.98,0,0,5.542
rice,35.9,252.2,79.7,126.5,121.6,8.167,46.0,0,0,3.42
soybeans,13.26,1198.01,23.9,10.1,42.1,8.473,48.84,1,1,1.533
wheat,25.73,1092.57,5.7,83.9,29.3,5.549,70.9,0,0,0.993
rice,22.08,1384.06,91.0,17.7,194.6,5.181,43.0,1,0,1.528
soybeans,30.74,522.46,110.0,131.1,48.7,7.566,47.72,1,0,1.019
cotton,28.46,910.74,127.7,68.3,50.1,4.552,48.4,1,0,1.228
maize,21.11,752.56,86.6,56.6,97.5,8.359,17.15,0,1,2.596
wheat,14.63,293.28,138.5,68.4,30.2,4.896,37.08,1,0,2.227
rice,24.49,653.3,136.9,33.1,48.1,5.397,28.86,0,1,2.265
maize,22.56,605.55,72.6,11.6,38.3,8.297,21.12,1,0,2.318
rice,28.84,449.03,127.3,93.7,19.4,9.409,96.37,0,1,2.512
cassava,26.04,1177.19,81.3,45.1,151.8,7.329,15.09,1,1,5.373
maize,19.97,1055.75,108.0,96.7,35.3,9.193,60.36,0,0,2.16
cassava,13.14,1439.53,119.7,16.0,149.0,5.759,99.56,0,0,2.993
maize,17.96,936.62,95.0,49.5,174.6,9.657,90.1,1,0,2.38
rice,36.71,606.73,103.2,71.6,29.5,9.532,53.05,1,0,2.565
cassava,12.47,565.69,60.8,41.5,39.5,4.403,45.51,1,0,4.437
cassava,16.01,125.44,61.4,117.9,122.2,7.441,31.25,0,1,10.592
cotton,25.26,452.69,42.4,36.3,34.0,4.699,19.43,1,1,1.275
rice,17.6,1413.78,126.8,84.4,75.9,5.977,49.42,1,0,1.508
cotton,31.7,880.0,68.1,102.7,84.2,4.32,56.04,1,0,1.16
wheat,35.64,83.21,79.2,10.0,22.0,8.083,77.26,1,0,1.471
maize,12.18,1241.7,98.9,16.4,22.0,9.913,46.19,0,1,1.678
cotton,28.84,227.97,72.0,142.9,52.1,8.195,51.41,1,0,1.261
maize,37.45,822.89,22.1,102.4,163.7,5.559,87.72,1,0,1.95
soybeans,20.27,436.66,137.9,132.6,10.8,8.51,23.49,0,0,0.662
cotton,32.44,304.04,59.4,21.1,32.7,7.513,66.24,0,0,0.977
maize,11.9,1485.44,45.1,118.4,55.9,7.93,79.38,1,0,1.344
cassava,22.22,513.52,64.9,25.6,76.4,9.075,17.26,0,0,4.839
cotton,17.32,324.77,121.3,106.5,47.6,7.498,52.49,0,1,1.041
cotton,28.07,1464.68,131.3,64.9,149.7,8.891,91.3,0,0,0.944
maize,34.17,898.76,121.6,33.8,27.4,5.253,18.91,1,1,2.805
rice,17.23,1407.38,72.8,56.1,179.7,6.067,42.81,0,0,1.425
cotton,38.16,65.82,0.8,75.7,102.6,4.562,56.53,1,1,0.65
cotton,11.76,817.72,6.3,9.1,127.6,5.472,77.86,1,0,0.842
rice,38.11,288.56,32.7,41.9,12.6,4.3,98.83,0,0,2.685
rice,13.85,992.77,137.5,132.7,92.8,3.76,45.16,1,1,1.428
soybeans,25.72,782.33,73.5,141.4,187.3,4.551,45.72,1,0,1.382
cotton,34.51,741.32,109.8,135.2,151.5,8.545,19.78,0,1,1.313
maize,12.05,87.43,18.9,139.8,114.9,9.778,51.19,0,1,1.139
maize,11.51,155.71,56.4,46.3,51.5,5.327,83.1,1,0,1.73
soybeans,36.66,707.05,44.1,136.8,174.9,8.984,58.06,1,0,1.837
cotton,37.02,849.89,35.8,66.0,108.3,4.129,77.96,0,0,0.758
maize,21.81,239.54,94.0,107.1,120.0,4.844,57.38,0,0,2.212
soybeans,39.12,1191.3,134.8,104.0,21.0,6.112,69.61,0,0,0.546
cotton,34.08,479.51,13.6,77.8,110.8,8.682,97.28,0,1,0.705
soybeans,39.16,574.14,55.2,33.3,19.1,8.523,35.47,1,1,1.9
wheat,27.98,1357.8,81.0,95.9,160.3,5.186,85.14,1,0,1.289
cotton,15.96,55.03,121.9,50.7,87.9,6.401,86.95,0,1,0.83
maize,13.99,280.17,132.9,128.1,186.4,9.945,31.92,0,1,1.451
cotton,31.88,859.31,82.7,80.5,146.4,6.223,71.55,0,0,1.152
rice,17.03,78.49,123.1,140.2,73.3,5.7,14.61,1,1,2.941
wheat,38.3,1258.28,95.3,132.7,32.8,4.646,35.69,0,0,1.089
wheat,18.29,1259.13,20.7,91.3,196.0,8.968,19.32,0,0,1.163
cassava,30.55,1071.18,50.1,128.4,133.8,8.135,37.85,0,1,4.14
rice,21.49,1310.19,79.6,66.5,18.4,6.52,84.58,1,1,1.621
maize,24.78,691.06,46.8,60.2,111.0,4.549,63.19,1,1,2.554
maize,37.0,218.4,133.8,49.0,182.7,7.419,85.1,1,0,2.047
wheat,23.49,1312.67,123.0,53.1,23.3,4.589,45.56,1,1,1.365
cassava,10.08,593.84,15.6,63.3,163.0,6.352,51.15,1,1,3.352
maize,11.87,263.59,1.1,93.3,94.5,4.373,96.38,1,0,1.483
rice,13.41,645.89,90.7,104.7,40.7,4.017,94.87,0,1,2.148
cotton,13.52,654.52,50.5,30.6,183.9,4.463,68.67,1,1,0.935
maize,14.0,428.93,58.7,88.9,107.7,5.373,14.56,1,0,2.693
rice,29.14,514.82,13.1,64.8,30.8,9.66,54.86,0,1,2.168
maize,24.29,377.74,89.7,142.1,125.7,5.826,69.71,0,1,2.677
cotton,39.28,1250.31,139.8,87.4,45.9,6.774,75.16,1,0,1.303
cassava,19.07,147.42,35.4,32.7,113.4,7.411,66.34,0,0,8.745
cotton,22.43,554.66,33.0,69.1,142.3,8.323,80.98,0,1,1.024
cotton,33.21,1027.97,41.2,79.0,173.0,3.943,20.73,1,1,1.045
wheat,17.05,947.54,2.5,93.9,138.1,5.055,65.44,1,0,1.382
wheat,18.33,1065.66,57.6,49.3,192.8,5.208,48.25,0,0,1.273
wheat,15.57,1186.83,18.1,133.1,122.5,3.68,96.82,0,0,0.905
maize,35.38,315.08,133.9,57.7,72.8,3.906,55.81,0,0,1.976
soybeans,20.28,377.67,89.5,69.0,85.0,7.354,56.25,0,1,1.071
rice,24.4,591.15,69.1,86.1,42.8,9.356,71.98,1,0,2.274
cotton,20.32,1374.77,21.6,13.0,101.5,4.729,94.62,0,0,0.837
wheat,24.42,482.77,58.4,98.1,47.0,5.82,81.3,1,0,2.472
cotton,17.73,1050.28,43.3,123.2,48.5,3.596,37.09,0,1,1.028
cassava,30.56,649.56,50.6,108.3,153.2,7.446,39.07,1,1,5.084
soybeans,38.8,104.79,136.9,5.7,179.7,5.498,94.72,0,1,0.537
maize,12.56,1495.47,70.3,88.4,18.4,8.375,32.05,1,0,2.064
cotton,33.13,204.59,32.2,6.2,198.7,7.349,75.91,1,0,0.86
soybeans,30.49,414.06,70.0,109.5,117.5,4.041,29.96,0,0,1.24
cassava,10.81,1079.65,123.9,76.9,121.2,4.559,32.98,0,0,2.944
cassava,12.5,471.52,76.1,43.6,49.2,6.928,28.6,1,0,5.275
cotton,22.71,1012.64,9.9,51.7,8.6,8.372,69.1,0,1,0.954
maize,30.52,86.76,96.6,49.3,16.1,7.464,34.71,0,0,1.951
rice,18.37,637.2,139.8,12.7,120.7,4.037,27.29,1,1,2.432
maize,26.21,1284.17,134.1,84.2,107.9,4.053,61.2,0,1,1.756
maize,16.94,1309.19,129.7,63.7,15.1,3.756,63.36,0,0,1.659
wheat,28.68,848.52,125.8,128.3,35.2,4.031,39.33,1,0,1.818
cotton,22.75,440.55,120.7,88.6,123.3,7.47,75.82,0,0,0.952
cassava,16.46,814.69,33.7,111.4,117.9,9.064,90.93,1,1,3.985
wheat,31.32,1406.25,131.9,82.2,104.1,5.68,75.54,1,1,1.555
rice,20.07,1159.4,60.6,72.8,134.6,3.619,70.24,1,0,1.364
soybeans,16.53,524.44,88.0,29.2,56.7,6.542,34.04,1,1,1.47
maize,16.34,524.87,16.8,129.7,123.7,7.914,81.87,1,0,2.37
rice,17.54,301.68,134.1,124.6,51.1,5.629,32.05,1,0,3.551
wheat,35.34,465.09,33.9,100.4,44.0,7.659,22.12,1,1,1.748
cotton,34.52,611.99,84.4,34.4,88.3,9.53,62.71,1,1,1.359
soybeans,39.2,1345.05,47.9,144.7,5.7,3.68,84.85,0,0,0.95
maize,27.16,793.37,41.1,135.4,84.4,4.066,67.07,0,0,1.854
cotton,13.22,446.23,56.3,109.9,19.6,7.787,75.58,1,1,1.279
maize,10.98,739.61,57.1,27.6,136.3,9.812,62.35,1,0,2.311
cassava,26.06,73.83,35.2,134.0,190.2,8.693,98.43,1,0,9.377
wheat,17.53,1039.31,54.0,93.6,112.3,7.069,35.38,1,0,2.101
wheat,16.44,843.34,95.0,12.4,17.0,8.597,87.92,1,0,2.135
wheat,11.33,1183.98,53.3,18.4,118.6,5.321,70.72,1,1,1.634
wheat,39.29,511.91,74.5,7.7,182.0,8.627,30.81,1,0,1.955
maize,25.26,1365.97,34.9,62.5,156.1,4.987,20.62,0,0,1.698
cassava,30.68,1359.32,22.9,17.1,152.6,5.276,67.65,1,0,4.028
cassava,32.37,320.43,33.0,116.0,23.7,6.344,15.98,0,1,9.734
rice,16.23,780.9,76.3,44.7,194.7,8.976,76.12,0,0,1.393
maize,29.99,1450.77,106.5,138.1,145.5,5.437,23.06,1,1,2.193
cassava,31.68,1041.77,134.9,35.1,115.3,7.411,99.88,0,1,3.814
maize,18.05,573.56,57.2,100.2,16.3,3.725,47.7,1,0,2.247
cassava,11.14,1093.26,39.2,105.0,116.0,4.207,94.16,1,1,3.996
rice,18.4,203.64,15.7,45.8,127.8,8.728,91.34,1,0,2.765
cotton,33.54,996.6,60.7,20.7,146.9,9.953,77.36,0,0,1.249
cotton,28.21,450.3,59.8,72.8,142.4,8.528,77.45,0,1,0.891
soybeans,27.45,238.77,135.4,118.6,26.9,4.291,65.12,0,0,0.464
cassava,35.49,524.41,47.5,130.4,90.2,8.633,34.35,1,1,5.875
rice,15.3,891.33,126.6,49.8,139.1,4.721,67.73,0,0,1.057
maize,18.8,526.56,94.2,110.3,163.3,8.633,21.84,1,0,2.187
rice,25.42,1252.31,62.1,84.9,110.4,3.748,66.91,1,0,1.535
rice,21.55,1417.33,85.5,121.9,147.1,4.231,77.29,0,1,1.363
wheat,34.86,645.37,92.1,57.1,144.1,5.153,15.89,1,0,1.88
soybeans,23.65,1134.26,39.4,7.8,113.2,9.718,47.65,1,1,1.565
soybeans,35.74,1118.29,30.2,60.9,106.6,8.766,86.16,1,1,1.497
soybeans,39.72,734.81,77.5,79.2,69.3,3.988,91.03,1,0,1.305
maize,21.43,1222.19,115.3,58.8,96.8,5.471,94.2,0,1,2.336
rice,15.39,888.2,134.1,75.4,21.6,7.53,43.26,1,0,1.183
maize,21.39,1212.1,54.9,110.1,30.1,8.523,34.38,1,1,2.165
rice,30.31,1318.03,104.9,136.4,15.8,3.579,70.88,0,0,1.138
soybeans,34.41,946.97,117.3,77.2,80.4,9.492,17.12,1,0,0.635
soybeans,18.72,941.42,126.4,139.7,135.7,8.948,59.17,0,1,0.584
maize,33.89,1122.23,90.4,26.8,114.4,4.068,46.45,1,0,2.188
soybeans,19.2,1444.29,81.0,143.3,79.5,6.475,41.91,0,0,0.753
wheat,34.83,1304.0,79.8,95.5,116.4,8.606,61.39,0,1,1.365
cassava,16.64,333.95,18.3,135.8,33.8,4.829,35.18,1,1,6.821
soybeans,29.8,800.59,23.4,142.0,80.0,4.195,56.47,1,1,2.213
cotton,19.38,238.74,115.7,5.3,171.4,5.205,90.09,1,1,1.003
cassava,20.84,840.07,68.3,58.4,148.8,9.245,14.45,1,1,3.925
wheat,31.87,62.33,30.9,73.9,89.0,9.471,44.94,1,0,1.16
soybeans,20.57,301.63,52.3,63.5,65.1,7.768,93.02,1,0,1.729
cassava,39.88,919.77,4.6,16.4,101.3,6.14,66.13,1,1,3.507
soybeans,16.75,645.63,122.8,78.9,71.8,4.851,82.83,1,0,0.703
wheat,35.06,649.05,86.3,21.4,82.3,8.27,67.55,1,0,1.861
maize,21.97,129.4,46.9,117.4,5.9,5.668,48.24,1,1,2.229
soybeans,32.71,838.65,122.8,81.1,52.7,9.032,61.92,0,1,0.715
rice,23.42,1195.3,86.6,20.8,36.3,6.341,48.13,1,1,1.609
cassava,10.36,467.83,1.3,37.2,88.9,4.289,22.97,1,1,4.072
cotton,25.52,1043.56,128.1,80.8,105.6,5.389,40.25,1,0,0.993
wheat,35.74,1112.07,53.0,51.0,101.0,9.136,35.68,0,1,1.369
cotton,37.46,177.25,120.6,116.0,68.1,5.809,18.0,0,0,0.799
maize,37.27,310.54,33.3,141.0,41.2,9.054,56.34,0,1,1.607
soybeans,37.04,180.32,18.5,74.4,26.3,5.746,26.76,1,1,1.817
rice,20.12,1091.01,104.0,12.1,49.2,5.283,61.09,0,0,1.309
rice,19.67,935.07,131.5,99.0,19.9,6.494,90.61,0,1,1.367
rice,19.9,1445.17,126.2,42.9,165.7,9.971,35.73,1,1,1.408
cassava,32.15,632.53,9.9,112.5,19.3,9.494,18.38,1,1,3.861
soybeans,18.88,404.97,30.5,24.1,115.3,7.435,74.67,1,0,2.127
rice,30.3,576.94,131.3,43.6,71.4,8.055,79.82,1,0,2.648
wheat,38.1,1115.98,80.8,27.8,34.9,6.764,76.67,1,0,1.493
cotton,33.69,331.12,102.7,75.3,154.2,6.714,25.0,1,0,1.175
cassava,31.68,1443.28,56.7,8.5,125.6,5.383,51.23,1,0,3.581
cassava,28.79,240.28,123.5,121.0,135.4,6.48,94.23,1,0,9.462
soybeans,21.66,222.7,11.3,26.9,55.0,6.675,74.33,1,0,1.844
rice,16.96,1207.02,78.8,5.8,90.9,6.151,23.8,1,1,1.813
rice,37.48,467.5,26.0,96.2,147.5,7.972,41.46,0,1,2.382
wheat,29.14,715.97,135.0,35.7,122.6,8.051,85.0,1,1,2.091
cassava,22.73,764.01,119.9,78.2,77.5,5.11,49.15,1,1,4.274
wheat,36.31,931.38,114.1,78.0,124.9,8.056,92.09,0,0,1.443
wheat,11.52,799.61,48.6,81.0,194.3,4.432,14.17,0,0,1.473
wheat,32.01,499.26,28.1,118.1,166.1,6.734,59.29,1,1,1.992
rice,21.37,489.01,64.3,119.5,191.0,7.043,70.89,1,0,3.254
maize,21.28,621.99,64.3,114.9,183.4,9.71,81.67,0,1,1.995
maize,35.75,672.04,105.1,110.6,25.6,9.367,57.45,1,0,2.388
wheat,17.16,499.87,44.3,117.8,24.8,6.462,50.77,0,0,1.733
rice,17.02,122.18,37.6,96.6,111.7,9.636,48.08,1,0,2.768
maize,15.15,444.85,2.6,133.0,28.6,7.247,37.57,1,1,1.916
